"KO","taxonomy","Abundance_RPKs"
"K00645","unclassified",176.6418214647
"K00647",NA,259.992450538
"K00647","g__Aggregatibacter.s__Aggregatibacter_segnis",0
"K00647","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00647","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00647","g__Citrobacter.s__Citrobacter_freundii",0
"K00647","g__Enterobacter.s__Enterobacter_cloacae",0
"K00647","g__Enterobacter.s__Enterobacter_roggenkampii",0
"K00647","g__Escherichia.s__Escherichia_coli",0
"K00647","g__Escherichia.s__Escherichia_fergusonii",0
"K00647","g__Haemophilus.s__Haemophilus_influenzae",0
"K00647","g__Haemophilus.s__Haemophilus_parainfluenzae",17.6666060191
"K00647","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00647","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00647","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00647","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00647","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00647","g__Klebsiella.s__Klebsiella_variicola",0
"K00647","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00647","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00647","g__Pantoea.s__Pantoea_sesami",0
"K00647","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00647","unclassified",242.3258445189
"K00648",NA,2014.3444919875
"K00648","g__Bacteroides.s__Bacteroides_caccae",17.2133024102
"K00648","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00648","g__Bacteroides.s__Bacteroides_coprocola",367.8095070014
"K00648","g__Bacteroides.s__Bacteroides_dorei",328.1361025017
"K00648","g__Bacteroides.s__Bacteroides_faecichinchillae",24.4081071759
"K00648","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00648","g__Bacteroides.s__Bacteroides_fragilis",156.4742701537
"K00648","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00648","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00648","g__Bacteroides.s__Bacteroides_ovatus",63.173364556
"K00648","g__Bacteroides.s__Bacteroides_plebeius",0
"K00648","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00648","g__Bacteroides.s__Bacteroides_thetaiotaomicron",12.8205128205
"K00648","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00648","g__Bacteroides.s__Bacteroides_xylanisolvens",192.3248926155
"K00648","g__Blautia.s__Blautia_obeum",0
"K00648","g__Campylobacter.s__Campylobacter_coli",0
"K00648","g__Citrobacter.s__Citrobacter_freundii",0
"K00648","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00648","g__Citrobacter.s__Citrobacter_youngae",0
"K00648","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00648","g__Coprococcus.s__Coprococcus_catus",0
"K00648","g__Enterobacter.s__Enterobacter_cloacae",0
"K00648","g__Escherichia.s__Escherichia_coli",0
"K00648","g__Escherichia.s__Escherichia_fergusonii",0
"K00648","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",101.0126435244
"K00648","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00648","g__Haemophilus.s__Haemophilus_parainfluenzae",11.1082934035
"K00648","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00648","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00648","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00648","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00648","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00648","g__Klebsiella.s__Klebsiella_variicola",0
"K00648","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00648","g__Lachnoclostridium.s__Clostridium_saccharolyticum",0
"K00648","g__Lactococcus.s__Lactococcus_lactis",0
"K00648","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00648","g__Odoribacter.s__Odoribacter_splanchnicus",0
"K00648","g__Pantoea.s__Pantoea_sesami",0
"K00648","g__Parabacteroides.s__Parabacteroides_distasonis",125.5478426701
"K00648","g__Parabacteroides.s__Parabacteroides_goldsteinii",89.8752244671
"K00648","g__Parabacteroides.s__Parabacteroides_johnsonii",0
"K00648","g__Parabacteroides.s__Parabacteroides_merdae",0
"K00648","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00648","g__Roseburia.s__Roseburia_intestinalis",0
"K00648","g__Rothia.s__Rothia_mucilaginosa",0
"K00648","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",341.8441065859
"K00648","g__Ruminococcus.s__Ruminococcus_bicirculans",15.1354392734
"K00648","g__Streptococcus.s__Streptococcus_equinus",0
"K00648","g__Streptococcus.s__Streptococcus_gordonii",6.0606060606
"K00648","g__Streptococcus.s__Streptococcus_mutans",0
"K00648","g__Streptococcus.s__Streptococcus_pneumoniae",18.3157098719
"K00648","g__Streptococcus.s__Streptococcus_salivarius",0
"K00648","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00648","unclassified",143.0845668957
"K00651",NA,1649.2983342149
"K00651","g__Anaerostipes.s__Anaerostipes_hadrus",9.1145833333
"K00651","g__Bacteroides.s__Bacteroides_caccae",52.8127904735
"K00651","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00651","g__Bacteroides.s__Bacteroides_clarus",5.2083333333
"K00651","g__Bacteroides.s__Bacteroides_dorei",287.0891128248
"K00651","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00651","g__Bacteroides.s__Bacteroides_faecichinchillae",15.0442615228
"K00651","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00651","g__Bacteroides.s__Bacteroides_fragilis",280.4017026774
"K00651","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00651","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00651","g__Bacteroides.s__Bacteroides_nordii",0
"K00651","g__Bacteroides.s__Bacteroides_ovatus",143.4599666209
"K00651","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00651","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00651","g__Bacteroides.s__Bacteroides_thetaiotaomicron",13.0157536844
"K00651","g__Bacteroides.s__Bacteroides_uniformis",126.3244937623
"K00651","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00651","g__Bacteroides.s__Bacteroides_xylanisolvens",70.1577255775
"K00651","g__Bifidobacterium.s__Bifidobacterium_adolescentis",9.0395480226
"K00651","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",35.9174655024
"K00651","g__Blautia.s__Blautia_obeum",0
"K00651","g__Blautia.s__Ruminococcus_torques",0
"K00651","g__Campylobacter.s__Campylobacter_coli",0
"K00651","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00651","g__Citrobacter.s__Citrobacter_freundii",0
"K00651","g__Coprococcus.s__Coprococcus_catus",0
"K00651","g__Enterobacter.s__Enterobacter_cloacae",0
"K00651","g__Escherichia.s__Escherichia_coli",0
"K00651","g__Escherichia.s__Escherichia_fergusonii",0
"K00651","g__Eubacterium.s__Eubacterium_eligens",13.9126325592
"K00651","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00651","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00651","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00651","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00651","g__Klebsiella.s__Klebsiella_variicola",0
"K00651","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00651","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0
"K00651","g__Lactococcus.s__Lactococcus_lactis",0
"K00651","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00651","g__Pantoea.s__Pantoea_sesami",0
"K00651","g__Parabacteroides.s__Parabacteroides_distasonis",89.9899185528
"K00651","g__Parabacteroides.s__Parabacteroides_goldsteinii",128.2222297596
"K00651","g__Parabacteroides.s__Parabacteroides_johnsonii",0
"K00651","g__Parabacteroides.s__Parabacteroides_merdae",0
"K00651","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00651","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",254.9663465195
"K00651","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00651","g__Streptococcus.s__Streptococcus_salivarius",0
"K00651","g__Treponema.s__Treponema_succinifaciens",0
"K00651","g__Weissella.s__Weissella_cibaria",0
"K00651","unclassified",114.6214694887
"K00652",NA,676.2205362448
"K00652","g__Bacteroides.s__Bacteroides_caccae",24.8966472942
"K00652","g__Bacteroides.s__Bacteroides_dorei",246.622561749
"K00652","g__Bacteroides.s__Bacteroides_faecichinchillae",9.601526767
"K00652","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00652","g__Bacteroides.s__Bacteroides_fragilis",36.1625413353
"K00652","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00652","g__Bacteroides.s__Bacteroides_nordii",0
"K00652","g__Bacteroides.s__Bacteroides_ovatus",74.8495383685
"K00652","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00652","g__Bacteroides.s__Bacteroides_sp_CAG_530",0
"K00652","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00652","g__Bacteroides.s__Bacteroides_thetaiotaomicron",10.5492202925
"K00652","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00652","g__Bacteroides.s__Bacteroides_xylanisolvens",92.7980625543
"K00652","g__Campylobacter.s__Campylobacter_coli",0
"K00652","g__Desulfovibrio.s__Desulfovibrio_piger",40.9742110411
"K00652","g__Escherichia.s__Escherichia_coli",0
"K00652","g__Escherichia.s__Escherichia_fergusonii",0
"K00652","g__Haemophilus.s__Haemophilus_influenzae",0
"K00652","g__Haemophilus.s__Haemophilus_parainfluenzae",0
"K00652","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00652","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00652","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00652","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00652","g__Klebsiella.s__Klebsiella_variicola",0
"K00652","g__Odoribacter.s__Odoribacter_splanchnicus",139.7662268429
"K00652","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00652","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00652","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00652","unclassified",0
"K00655",NA,1005.6474127661
"K00655","g__Actinomyces.s__Actinomyces_sp_HPA0247",0
"K00655","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00655","g__Bacteroides.s__Bacteroides_dorei",240.8156428602
"K00655","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00655","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00655","g__Bifidobacterium.s__Bifidobacterium_longum",6.0606060606
"K00655","g__Blautia.s__Blautia_obeum",12.1519840498
"K00655","g__Campylobacter.s__Campylobacter_coli",0
"K00655","g__Citrobacter.s__Citrobacter_freundii",0
"K00655","g__Citrobacter.s__Citrobacter_youngae",0
"K00655","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00655","g__Comamonas.s__Comamonas_kerstersii",0
"K00655","g__Coprococcus.s__Coprococcus_catus",0
"K00655","g__Enterobacter.s__Enterobacter_cloacae",0
"K00655","g__Enterococcus.s__Enterococcus_faecium",0
"K00655","g__Escherichia.s__Escherichia_coli",0
"K00655","g__Escherichia.s__Escherichia_fergusonii",0
"K00655","g__Eubacterium.s__Eubacterium_eligens",39.6639997611
"K00655","g__Eubacterium.s__Eubacterium_hallii",0
"K00655","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",170.3745258794
"K00655","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00655","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00655","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00655","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00655","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00655","g__Lactobacillus.s__Lactobacillus_ruminis",0
"K00655","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00655","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00655","g__Pantoea.s__Pantoea_sesami",0
"K00655","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00655","g__Roseburia.s__Roseburia_hominis",10.2040816327
"K00655","g__Roseburia.s__Roseburia_intestinalis",0
"K00655","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",455.2929921009
"K00655","g__Ruminococcus.s__Ruminococcus_bicirculans",10.3941545745
"K00655","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00655","g__Treponema.s__Treponema_succinifaciens",0
"K00655","g__Veillonella.s__Veillonella_atypica",0
"K00655","g__Veillonella.s__Veillonella_dispar",0
"K00655","g__Veillonella.s__Veillonella_infantium",0
"K00655","g__Veillonella.s__Veillonella_parvula",6.0288156954
"K00655","g__Veillonella.s__Veillonella_rogosae",4.2417863183
"K00655","g__Veillonella.s__Veillonella_tobetsuensis",0
"K00655","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00655","unclassified",50.4188238332
"K00656",NA,858.69284045
"K00656","g__Bacteroides.s__Bacteroides_dorei",270.9735561622
"K00656","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00656","g__Bifidobacterium.s__Bifidobacterium_adolescentis",3.1348803069
"K00656","g__Bifidobacterium.s__Bifidobacterium_bifidum",43.4897309177
"K00656","g__Bifidobacterium.s__Bifidobacterium_longum",3.5836267176
"K00656","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum",33.1765112204
"K00656","g__Blautia.s__Blautia_obeum",0
"K00656","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00656","g__Blautia.s__Ruminococcus_torques",0
"K00656","g__Citrobacter.s__Citrobacter_freundii",0
"K00656","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00656","g__Citrobacter.s__Citrobacter_youngae",0
"K00656","g__Clostridium.s__Clostridium_disporicum",0
"K00656","g__Clostridium.s__Clostridium_sp_CAG_221",0
"K00656","g__Desulfovibrio.s__Desulfovibrio_piger",48.1043633615
"K00656","g__Enterobacter.s__Enterobacter_cloacae",0
"K00656","g__Enterobacter.s__Enterobacter_roggenkampii",0
"K00656","g__Escherichia.s__Escherichia_coli",0
"K00656","g__Escherichia.s__Escherichia_fergusonii",0
"K00656","g__Eubacterium.s__Eubacterium_hallii",21.1234983077
"K00656","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00656","g__Haemophilus.s__Haemophilus_influenzae",0.4623208507
"K00656","g__Haemophilus.s__Haemophilus_parainfluenzae",14.7729424538
"K00656","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00656","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00656","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00656","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00656","g__Klebsiella.s__Klebsiella_variicola",0
"K00656","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00656","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00656","g__Lactococcus.s__Lactococcus_garvieae",0
"K00656","g__Lactococcus.s__Lactococcus_lactis",0
"K00656","g__Lactococcus.s__Lactococcus_petauri",0
"K00656","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00656","g__Odoribacter.s__Odoribacter_splanchnicus",145.8518206143
"K00656","g__Pantoea.s__Pantoea_sesami",0
"K00656","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00656","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",274.0195895372
"K00656","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00656","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00656","g__Treponema.s__Treponema_succinifaciens",0
"K00656","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00656","unclassified",0
"K00657",NA,587.6714066429
"K00657","g__Alistipes.s__Alistipes_shahii",262.2676638368
"K00657","g__Bacteroides.s__Bacteroides_dorei",315.5998212375
"K00657","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00657","g__Escherichia.s__Escherichia_coli",0
"K00657","g__Flavonifractor.s__Flavonifractor_plautii",9.8039215686
"K00657","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00657","g__Klebsiella.s__Klebsiella_variicola",0
"K00657","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00657","unclassified",0
"K00658",NA,1046.7859144538
"K00658","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00658","g__Bacteroides.s__Bacteroides_dorei",285.8640500812
"K00658","g__Bacteroides.s__Bacteroides_fragilis",666.6666666667
"K00658","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00658","g__Bacteroides.s__Bacteroides_ovatus",37.7517822039
"K00658","g__Bacteroides.s__Bacteroides_xylanisolvens",56.503415502
"K00658","g__Citrobacter.s__Citrobacter_freundii",0
"K00658","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00658","g__Citrobacter.s__Citrobacter_youngae",0
"K00658","g__Enterobacter.s__Enterobacter_cloacae",0
"K00658","g__Escherichia.s__Escherichia_coli",0
"K00658","g__Escherichia.s__Escherichia_fergusonii",0
"K00658","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00658","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00658","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00658","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00658","g__Klebsiella.s__Klebsiella_variicola",0
"K00658","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00658","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00658","g__Pantoea.s__Pantoea_sesami",0
"K00658","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00658","unclassified",0
"K00661",NA,2549.7125694573
"K00661","g__Alistipes.s__Alistipes_shahii",340.6921493937
"K00661","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00661","g__Bacteroides.s__Bacteroides_dorei",238.8964077215
"K00661","g__Bacteroides.s__Bacteroides_fragilis",202.8306521494
"K00661","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00661","g__Bacteroides.s__Bacteroides_thetaiotaomicron",0
"K00661","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00661","g__Bifidobacterium.s__Bifidobacterium_longum",18.6335403727
"K00661","g__Blautia.s__Blautia_obeum",2.1367521368
"K00661","g__Blautia.s__Blautia_sp_AF19_10LB",0
"K00661","g__Blautia.s__Ruminococcus_torques",415.8663562086
"K00661","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00661","g__Coprococcus.s__Coprococcus_catus",0
"K00661","g__Coprococcus.s__Coprococcus_eutactus",0
"K00661","g__Enterobacter.s__Enterobacter_asburiae",0
"K00661","g__Enterococcus.s__Enterococcus_faecium",0
"K00661","g__Escherichia.s__Escherichia_coli",0
"K00661","g__Eubacterium.s__Eubacterium_eligens",15.6549616491
"K00661","g__Eubacterium.s__Eubacterium_sp_36_13",37.9857595822
"K00661","g__Flavonifractor.s__Flavonifractor_plautii",14.2420942498
"K00661","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00661","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00661","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00661","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",384.034605599
"K00661","g__Lactococcus.s__Lactococcus_lactis",0
"K00661","g__Odoribacter.s__Odoribacter_splanchnicus",0
"K00661","g__Pantoea.s__Pantoea_sesami",0
"K00661","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00661","g__Roseburia.s__Roseburia_faecis",445.902128915
"K00661","g__Roseburia.s__Roseburia_inulinivorans",59.6320317118
"K00661","g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",357.7339623978
"K00661","g__Ruminococcus.s__Ruminococcus_bicirculans",15.4711673699
"K00661","g__Streptococcus.s__Streptococcus_parasanguinis",0
"K00661","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00661","g__Weissella.s__Weissella_cibaria",0
"K00661","unclassified",0
"K00674",NA,609.0396556495
"K00674","g__Alistipes.s__Alistipes_finegoldii",66.2908379358
"K00674","g__Alistipes.s__Alistipes_onderdonkii",29.4263704081
"K00674","g__Alistipes.s__Alistipes_shahii",375.5956775187
"K00674","g__Alistipes.s__Alistipes_timonensis",0
"K00674","g__Bacteroides.s__Bacteroides_ovatus",72.7705642198
"K00674","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00674","g__Bifidobacterium.s__Bifidobacterium_longum",12.4749872014
"K00674","g__Campylobacter.s__Campylobacter_coli",0
"K00674","g__Citrobacter.s__Citrobacter_freundii",0
"K00674","g__Enterobacter.s__Enterobacter_cloacae",0
"K00674","g__Escherichia.s__Escherichia_coli",0
"K00674","g__Escherichia.s__Escherichia_fergusonii",0
"K00674","g__Haemophilus.s__Haemophilus_influenzae",0
"K00674","g__Haemophilus.s__Haemophilus_parainfluenzae",16.0513458702
"K00674","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00674","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00674","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00674","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00674","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00674","g__Klebsiella.s__Klebsiella_variicola",0
"K00674","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00674","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00674","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00674","g__Pantoea.s__Pantoea_sesami",0
"K00674","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00674","g__Rothia.s__Rothia_mucilaginosa",0
"K00674","g__Streptococcus.s__Streptococcus_anginosus_group",0
"K00674","g__Streptococcus.s__Streptococcus_australis",0
"K00674","g__Streptococcus.s__Streptococcus_equinus",0
"K00674","g__Streptococcus.s__Streptococcus_gordonii",7.2859744991
"K00674","g__Streptococcus.s__Streptococcus_infantarius",0
"K00674","g__Streptococcus.s__Streptococcus_lutetiensis",0
"K00674","g__Streptococcus.s__Streptococcus_parasanguinis",7.2859744991
"K00674","g__Streptococcus.s__Streptococcus_pneumoniae",7.2859744991
"K00674","g__Streptococcus.s__Streptococcus_salivarius",14.5719489982
"K00674","g__Streptococcus.s__Streptococcus_sp_A12",0
"K00674","g__Streptococcus.s__Streptococcus_viridans",0
"K00677",NA,670.1833733203
"K00677","g__Akkermansia.s__Akkermansia_muciniphila",0
"K00677","g__Alistipes.s__Alistipes_shahii",354.8976155424
"K00677","g__Alistipes.s__Alistipes_timonensis",0
"K00677","g__Bacteroides.s__Bacteroides_dorei",295.4455480422
"K00677","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00677","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00677","g__Campylobacter.s__Campylobacter_coli",0
"K00677","g__Citrobacter.s__Citrobacter_freundii",0
"K00677","g__Citrobacter.s__Citrobacter_youngae",0
"K00677","g__Enterobacter.s__Enterobacter_cloacae",0
"K00677","g__Escherichia.s__Escherichia_coli",0
"K00677","g__Escherichia.s__Escherichia_fergusonii",0
"K00677","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00677","g__Haemophilus.s__Haemophilus_influenzae",0
"K00677","g__Haemophilus.s__Haemophilus_parainfluenzae",19.8402097357
"K00677","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00677","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00677","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00677","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00677","g__Klebsiella.s__Klebsiella_variicola",0
"K00677","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00677","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00677","g__Pantoea.s__Pantoea_sesami",0
"K00677","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00677","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00677","unclassified",0
"K00681",NA,22.3224033821
"K00681","g__Citrobacter.s__Citrobacter_freundii",0
"K00681","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00681","g__Citrobacter.s__Citrobacter_youngae",0
"K00681","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00681","g__Coprococcus.s__Coprococcus_catus",0
"K00681","g__Enterobacter.s__Enterobacter_cloacae",0
"K00681","g__Escherichia.s__Escherichia_coli",0
"K00681","g__Escherichia.s__Escherichia_fergusonii",0
"K00681","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00681","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00681","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00681","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00681","g__Klebsiella.s__Klebsiella_variicola",0
"K00681","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00681","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00681","g__Pantoea.s__Pantoea_sesami",0
"K00681","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00681","unclassified",22.3224033821
"K00684",NA,340.1283887094
"K00684","g__Akkermansia.s__Akkermansia_muciniphila",0
"K00684","g__Bacteroides.s__Bacteroides_dorei",340.1283887094
"K00684","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00684","g__Campylobacter.s__Campylobacter_coli",0
"K00684","g__Enterobacter.s__Enterobacter_cloacae",0
"K00684","g__Escherichia.s__Escherichia_coli",0
"K00684","g__Escherichia.s__Escherichia_fergusonii",0
"K00684","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00684","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00684","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00684","g__Klebsiella.s__Klebsiella_variicola",0
"K00684","unclassified",0
"K00688",NA,931.950541202
"K00688","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00688","g__Bifidobacterium.s__Bifidobacterium_bifidum",0
"K00688","g__Bifidobacterium.s__Bifidobacterium_longum",0
"K00688","g__Blautia.s__Ruminococcus_torques",0
"K00688","g__Citrobacter.s__Citrobacter_freundii",0
"K00688","g__Citrobacter.s__Citrobacter_youngae",0
"K00688","g__Cloacibacillus.s__Cloacibacillus_porcorum",0
"K00688","g__Coprococcus.s__Coprococcus_catus",0
"K00688","g__Enterobacter.s__Enterobacter_cloacae",0
"K00688","g__Enterobacter.s__Enterobacter_hormaechei",0
"K00688","g__Escherichia.s__Escherichia_coli",0
"K00688","g__Escherichia.s__Escherichia_fergusonii",0
"K00688","g__Eubacterium.s__Eubacterium_sp_CAG_786",0
"K00688","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00688","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00688","g__Haemophilus.s__Haemophilus_influenzae",0
"K00688","g__Haemophilus.s__Haemophilus_parainfluenzae",0
"K00688","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00688","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00688","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00688","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00688","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00688","g__Klebsiella.s__Klebsiella_variicola",0
"K00688","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00688","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0
"K00688","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00688","g__Pantoea.s__Pantoea_sesami",0
"K00688","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
